County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Prairie,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
HotSpring,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
Pulaski,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119,1.0024119
Apache,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791,1.0052791
Cochise,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Coconino,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989,1.108651989
Gila,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Graham,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Greenlee,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
LaPaz,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Maricopa,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488,1.214925488
Mohave,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807,1.166540807
Navajo,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838,1.050192838
Pima,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Pinal,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
SantaCruz,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Yavapai,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
Yuma,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
ElDorado,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159,0.70684159
Fresno,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Glenn,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Humboldt,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Imperial,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024,1.160017024
Inyo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Kern,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Kings,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Lake,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Lassen,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926
LosAngeles,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Madera,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Marin,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Mariposa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Mendocino,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Merced,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Modoc,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
Mono,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165,0.6816165
Monterey,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Napa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Nevada,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926,0.69078926
Orange,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Placer,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172,0.6918963172
Plumas,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Riverside,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394,0.7232501394
Sacramento,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanBenito,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanBernardino,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanDiego,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanFrancisco,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanJoaquin,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanLuisObispo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SanMateo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SantaBarbara,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SantaClara,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
SantaCruz,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Shasta,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848,0.6684132848
Sierra,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484,0.7045484
Siskiyou,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
Solano,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Sonoma,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Stanislaus,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Sutter,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Tehama,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Trinity,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Tulare,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Tuolumne,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Ventura,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Yolo,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Yuba,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Alameda,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Alpine,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625,0.73894625
Amador,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Butte,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Calaveras,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
Colusa,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
ContraCosta,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846,0.6586846
DelNorte,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079,0.8192079
Lake,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LaPlata,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Larimer,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
LasAnimas,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Lincoln,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Logan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Mesa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Mineral,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Moffat,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557,1.680897557
Montezuma,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Montrose,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Morgan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Otero,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Ouray,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Park,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Phillips,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Pitkin,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Prowers,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Pueblo,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
RioBlanco,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602,1.3218602
RioGrande,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Routt,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Saguache,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
SanJuan,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
SanMiguel,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Sedgwick,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Summit,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Teller,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Washington,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Weld,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Yuma,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Adams,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Alamosa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Arapahoe,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Archuleta,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Baca,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Bent,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Boulder,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Broomfield,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Chaffee,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Cheyenne,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
ClearCreek,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Conejos,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Costilla,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Crowley,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Custer,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Delta,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Denver,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Dolores,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Douglas,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Eagle,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Elbert,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
ElPaso,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Fremont,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Garfield,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Gilpin,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Grand,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Gunnison,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Hinsdale,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Huerfano,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Jackson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Jefferson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Kiowa,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
KitCarson,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125,1.8245125
Fairfield,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
Hartford,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
Litchfield,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
Middlesex,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
NewHaven,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
NewLondon,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
Tolland,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
Windham,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087,0.7284087
DistrictofColumbia,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437,0.950699437
Kent,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237
NewCastle,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237
Sussex,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237,0.9474237
Escambia,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842,1.3256842
Flagler,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065,1.1766065
